iter	RMSE
660	664.6559347
661	664.4979629
662	664.3838078
663	664.1812176
664	663.9759181
665	663.6336391
666	663.3937122
667	663.2410875
668	663.0265423
669	662.9668098
670	662.8062024
671	662.7290686
672	662.7160614
673	662.5208963
674	662.1987476
675	662.1644342
676	662.1295862
677	661.9863318
678	661.8211187
679	661.8109641
680	661.433206
681	661.2522673
682	661.0803336
683	661.0097984
684	660.8710743
685	660.7692175
686	660.5915659
687	660.340277
688	660.2513827
689	660.2300335
690	660.0107957
691	659.780778
692	659.6303539
693	659.5135516
694	659.3570657
695	659.1785411
696	659.1035156
697	659.0217329
698	658.8935404
699	658.7842266
700	658.6923936
701	658.521551
702	658.3676816
703	658.2621079
704	658.1775729
705	658.0621579
706	657.8149426
707	657.5701962
708	657.4326338
709	657.3061852
710	657.1339001
711	657.0920835
712	656.8979865
713	656.8276245
714	656.7023988
715	656.6358846
716	656.5659168
717	656.3115805
718	656.1178147
719	655.9014779
720	655.8091401
721	655.6290946
722	655.4527005
723	655.2868469
724	655.2124481
725	655.143469
726	655.1052588
727	654.9628958
728	654.9091703
729	654.77807
730	654.684523
731	654.6250382
732	654.518901
733	654.432461
734	654.3420688
735	654.22575
736	654.1953693
737	654.044715
738	653.8577934
739	653.6944199
740	653.5713957
741	653.50358
742	653.4509705
743	653.3889134
744	653.3520276
745	653.2231394
746	653.0150872
747	652.9488248
748	652.818568
749	652.7135142
750	652.4942544
751	652.3643209
752	652.1916517
753	651.9376796
754	651.8225053
755	651.6831504
756	651.6145598
757	651.4991364
758	651.4744735
759	651.3366821
760	651.1680263
761	651.0289245
762	650.8744882
763	650.7464742
764	650.6116419
765	650.549137
766	650.4826027
767	650.2859252
768	650.0468053
769	649.8834187
770	649.811075
771	649.7943874
772	649.7064557
773	649.6259522
774	649.4862356
775	649.3329582
776	649.1892006
777	649.0105851
778	648.7422497
779	648.5797043
780	648.4614952
781	648.2894095
782	648.1550705
783	648.0462189
784	648.0000524
785	647.9049005
786	647.7955947
787	647.6486365
788	647.5383935
789	647.4004591
790	647.2905438
791	646.9803898
792	646.8367144
793	646.6697872
794	646.4843784
795	646.4130246
796	646.3613382
797	646.0864486
798	646.0827629
799	645.9944542
800	645.8091038
801	645.605895
802	645.5894598
803	645.5253064
804	645.2084325
805	645.0165951
806	644.989649
807	644.8515238
808	644.7747406
809	644.7019815
810	644.5317272
811	644.4323453
812	644.1937292
813	644.0997457
814	644.0630519
815	643.8403369
816	643.7027127
817	643.5815331
818	643.4477226
819	643.3155915
820	643.2176134
821	643.154309
822	642.9980047
823	642.8217606
824	642.7210924
825	642.5525271
826	642.4013128
827	642.2443779
828	642.1044559
829	642.0153092
830	641.9398146
831	641.7958973
832	641.6322235
833	641.5825034
834	641.5111129
835	641.4700342
836	641.4540473
837	641.2722963
838	641.1267657
839	640.991664
840	640.9209701
841	640.7960375
842	640.6913711
843	640.6619927
844	640.5348193
845	640.4201207
846	640.2961663
847	640.2708029
848	640.1047037
849	639.9482465
850	639.9018573
851	639.7830065
852	639.7795339
853	639.5776548
854	639.4740052
855	639.4473176
856	639.3989024
857	639.1810748
858	638.9702104
859	638.7853479
860	638.6771288
861	638.5229232
862	638.4977677
863	638.3922746
864	638.2557746
865	638.2287861
866	638.1239081
867	638.0339287
868	637.9506657
869	637.8955249
870	637.8309615
871	637.8156895
872	637.7660947
873	637.6734032
874	637.5271872
875	637.2990771
876	637.2468148
877	637.1553722
878	637.0931358
879	637.0319221
880	636.784044
881	636.5267752
882	636.4911775
883	636.3495514
884	636.2415148
885	636.0629852
886	635.9496735
887	635.776949
888	635.6899929
889	635.624574
890	635.4881971
891	635.3083271
892	635.2637164
893	635.1399591
894	635.0657557
895	634.9924193
896	634.769115
897	634.7502364
898	634.6767764
899	634.4743892
900	634.4138437
901	634.3783945
902	634.2636855
903	634.0806045
904	634.0085738
905	633.8432683
906	633.6785747
907	633.5499887
908	633.4933339
909	633.3609839
910	633.3098883
911	633.1474153
912	633.1117438
913	632.7534651
914	632.6364898
915	632.5231267
916	632.5039582
917	632.4793351
918	632.3624103
919	632.2786746
920	632.2110318
921	632.0705963
922	631.8562606
923	631.6742018
924	631.5445582
925	631.4009263
926	631.3182655
927	631.2659322
928	631.096376
929	630.9325459
930	630.8020618
931	630.7859771
932	630.5862448
933	630.3961994
934	630.3110427
935	630.2048451
936	630.1608615
937	630.009229
938	629.8865877
939	629.7159113
940	629.5409803
941	629.2086715
942	629.2037792
943	629.1560153
944	629.1013153
945	629.0580682
946	628.9490893
947	628.9023556
948	628.8053284
949	628.6263159
950	628.4640649
951	628.4105512
952	628.3700263
953	628.2143301
954	628.1526381
955	628.027785
956	627.9262755
957	627.8210205
958	627.8023565
959	627.7126423
960	627.582015
961	627.4520597
962	627.3882172
963	627.3286444
964	627.0996593
965	626.9895767
966	626.7960878
967	626.436428
968	626.289406
969	626.1844336
970	626.1352281
971	625.9967056
972	625.9408687
973	625.6848784
974	625.5309322
975	625.3672846
976	625.314107
977	625.2314156
978	625.1579311
979	625.0565712
980	624.9594767
981	624.89092
982	624.7945743
983	624.7333614
984	624.5849805
985	624.485123
986	624.2961484
987	624.2401083
988	624.0851869
989	624.0749514
990	623.9400467
991	623.7696131
992	623.4861756
993	623.3066459
994	623.1864457
995	623.1177563
996	623.0172807
997	622.9432593
998	622.7524355
999	622.6354476
